mimic_code,mimic_display,target_system,target_code,target_display,comment,codesearch_query,codesearch_query_2,codesearch_target,codesearch_display,codesearch_confidence,codesearch_status,codesearch_reasoning,codesearch_loinc_status,codesearch_loinc_target,codesearch_loinc_display,codesearch_loinc_confidence,codesearch_snomed_status,codesearch_snomed_target,codesearch_snomed_display,codesearch_snomed_confidence,observed_shape,loinc_scale_typ,scale_note
228400,Visual Field Cut,,,,"LOINC: proposed 79805-8 |Visual field defects Left eye| at 0.60, below the 0.8 threshold. SNOMED CT: proposed 73750009 |Visual field| at 0.70, below the 0.8 threshold.",Visual Field Cut,,79805-8,Visual field defects Left eye,0.60,below-threshold,"Visual field cut = visual field defect; laterality unstated, no non-lateralized code available",below-threshold,79805-8,Visual field defects Left eye,0.60,below-threshold,73750009,Visual field,0.70,NomOrd,,
228401,Pronator Drift,,,,"LOINC: no match for 'Pronator Drift (recorded values: No, Left, Right)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Pronator Drift (recorded values: No, Left, Right)' within <<363787002.",Pronator Drift,"Pronator Drift (recorded values: No, Left, Right)",,,,no-match,,no-match,,,,no-match,,,,NomOrd,,
228402,Neurological Symptoms,http://snomed.info/sct,363820009,Neurological observable,,Neurological Symptoms,"Neurological Symptoms (recorded values: Headache, Nausea, Nystagmus, Numbness/tingling, Double vision, Dizziness, Photophobia, Vomiting, Nuchal rigidity, Positional changes)",363820009,Neurological observable,0.80,ok,Broadest observable capturing neurological symptoms list,scale-mismatch,80287-6,Neurological assessment panel,0.85,ok,363820009,Neurological observable,0.80,NomOrd,-,"LOINC SCALE_TYP=-, i.e. a panel, which is not a legal Observation.code for a single flowsheet value"
228404,Motor L Arm,http://loinc.org,70190-4,Motor arm Left arm [NIH Stroke Scale],,Motor L Arm,,70190-4,Motor arm Left arm [NIH Stroke Scale],0.95,ok,FSN matches Motor arm left arm NIHSS,ok,70190-4,Motor arm Left arm [NIH Stroke Scale],0.95,,,,,NomOrd,Ord,
228405,Motor L Leg,http://loinc.org,70191-2,Motor leg Leg - left [NIH Stroke Scale],,Motor L Leg,,70191-2,Motor leg Leg - left [NIH Stroke Scale],0.90,ok,L = left; FSN matches Motor leg of left leg,ok,70191-2,Motor leg Leg - left [NIH Stroke Scale],0.90,,,,,NomOrd,Ord,
228406,Motor R Arm,http://loinc.org,70967-5,Motor arm Right arm [NIH Stroke Scale],,Motor R Arm,,70967-5,Motor arm Right arm [NIH Stroke Scale],0.90,ok,FSN matches right arm motor assessment,ok,70967-5,Motor arm Right arm [NIH Stroke Scale],0.90,,,,,NomOrd,Ord,
228407,Motor R Leg,http://loinc.org,70968-3,Motor leg Leg - right [NIH Stroke Scale],,Motor R Leg,,70968-3,Motor leg Leg - right [NIH Stroke Scale],0.95,ok,FSN matches motor leg right side,ok,70968-3,Motor leg Leg - right [NIH Stroke Scale],0.95,,,,,NomOrd,Ord,
228409,Strength L Arm,,,,"LOINC: proposed 80322-1 |Muscle strength| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Strength L Arm' within <<363787002.",Strength L Arm,,80322-1,Muscle strength,0.70,below-threshold,Captures strength concept; arm/laterality not specified in any code,below-threshold,80322-1,Muscle strength,0.70,no-match,,,,Qn,,
228410,Strength L Leg,,,,"LOINC: proposed 80322-1 |Muscle strength| at 0.75, below the 0.8 threshold. SNOMED CT: no match for 'Strength L Leg' within <<363787002.",Strength L Leg,,80322-1,Muscle strength,0.75,below-threshold,Captures strength assessment; no left-leg-specific code exists,below-threshold,80322-1,Muscle strength,0.75,no-match,,,,Qn,,
228411,Strength R Leg,,,,"LOINC: no match for 'Strength R Leg' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Strength R Leg' within <<363787002.",Strength R Leg,,,,,no-match,,no-match,,,,no-match,,,,Qn,,
228412,Strength R Arm,,,,"LOINC: proposed 83174-3 |Grip strength Hand - right Dynamometer| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Strength R Arm' within <<363787002.",Strength R Arm,,83174-3,Grip strength Hand - right Dynamometer,0.70,below-threshold,Only strength test with right laterality; hand vs arm minor mismatch,below-threshold,83174-3,Grip strength Hand - right Dynamometer,0.70,no-match,,,,Qn,,
228413,Seizure Activity,,,,"LOINC: proposed 32472-3 |History of Seizure activity disorders| at 0.70, below the 0.8 threshold. SNOMED CT: proposed 363856007 |Seizure observable| at 0.75, below the 0.8 threshold.",Seizure Activity,,32472-3,History of Seizure activity disorders,0.70,below-threshold,Only candidate; adds 'history of' and 'disorders' qualifiers,below-threshold,32472-3,History of Seizure activity disorders,0.70,below-threshold,363856007,Seizure observable,0.75,NomOrd,,
228414,Speech,http://snomed.info/sct,363918005,Speech observable,,Speech,,363918005,Speech observable,0.95,ok,FSN matches input exactly,no-match,,,,ok,363918005,Speech observable,0.95,NomOrd,,
228415,Corneal Reflex Left,http://snomed.info/sct,112219002,Corneal reflex,,Corneal Reflex Left,,112219002,Corneal reflex,0.85,ok,Observable entity for corneal reflex; 'left' is laterality qualifier not separately coded,no-match,,,,ok,112219002,Corneal reflex,0.85,NomOrd,,
228416,Corneal Reflex Right,http://snomed.info/sct,112219002,Corneal reflex,,Corneal Reflex Right,,112219002,Corneal reflex,0.80,ok,"FSN matches; 'Right' laterality not captured, absent variant oversteps",no-match,,,,ok,112219002,Corneal reflex,0.80,NomOrd,,
228419,Compression device # 1,,,,"LOINC: no match for 'Compression device (recorded values: No, Yes)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 408699006 |Device observable| at 0.70, below the 0.8 threshold.",Compression device,"Compression device (recorded values: No, Yes)",,,,no-match,,no-match,,,,below-threshold,408699006,Device observable,0.70,NomOrd,,
228420,Compression device # 2,,,,"LOINC: no match for 'Compression device (recorded values: No, Yes)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 408699006 |Device observable| at 0.70, below the 0.8 threshold.",Compression device,"Compression device (recorded values: No, Yes)",,,,no-match,,no-match,,,,below-threshold,408699006,Device observable,0.70,NomOrd,,
228425,Complications (MBAL),http://loinc.org,19817-6,Complications,,Complications (MBAL),,19817-6,Complications,0.85,ok,FSN 'Complications' matches input; MBAL is context qualifier,ok,19817-6,Complications,0.85,,,,,,Nom,
228426,Complications - bleeding (MBAL),,,,"LOINC: proposed 19817-6 |Complications| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Complications - bleeding (MBAL)' within <<363787002.",Complications - bleeding (MBAL),,19817-6,Complications,0.70,below-threshold,Core concept is complications; bleeding is a qualifier,below-threshold,19817-6,Complications,0.70,no-match,,,,,,
228427,Contraindications (MBAL),,,,"LOINC: no match for 'Contraindications (MBAL)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Contraindications (MBAL)' within <<363787002.",Contraindications (MBAL),,,,,no-match,,no-match,,,,no-match,,,,,,
228429,Critical Proc Steps (MBAL),,,,"LOINC: no match for 'Critical Proc Steps (MBAL)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Critical Proc Steps (MBAL)' within <<363787002.",Critical Proc Steps (MBAL),,,,,no-match,,no-match,,,,no-match,,,,,,
228430,Indications (MBAL),,,,"LOINC: proposed 59768-2 |Procedure indications [Interpretation] Narrative| at 0.60, below the 0.8 threshold. SNOMED CT: proposed 432678004 |Indication for procedure| at 0.60, below the 0.8 threshold.",Indications (MBAL),,59768-2,Procedure indications [Interpretation] Narrative,0.60,below-threshold,General indications concept; MBAL context unclear,below-threshold,59768-2,Procedure indications [Interpretation] Narrative,0.60,below-threshold,432678004,Indication for procedure,0.60,,,
228434,Route (MBAL),,,,"LOINC: no match for 'Route (MBAL)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Route (MBAL)' within <<363787002.",Route (MBAL),,,,,no-match,,no-match,,,,no-match,,,,,,
228435,Volume instilled (MBAL),,,,"LOINC: no match for 'Volume instilled (MBAL)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Volume instilled (MBAL)' within <<363787002.",Volume instilled (MBAL),,,,,no-match,,no-match,,,,no-match,,,,,,
228436,Volume obtained (MBAL),,,,"LOINC: no match for 'Volume obtained (MBAL)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 404230009 |Specimen volume| at 0.75, below the 0.8 threshold.",Volume obtained (MBAL),,,,,no-match,,no-match,,,,below-threshold,404230009,Specimen volume,0.75,,,
228437,Hand cleansing prior to procedure (MBAL),http://snomed.info/sct,258154008,Washing hands,,Hand cleansing prior to procedure (MBAL),,258154008,"Washing hands, function",0.85,ok,Observable entity matching hand cleansing; procedure context is qualifier,no-match,,,,ok,258154008,"Washing hands, function",0.85,,,
228438,Timeout performed by (MBAL),,,,"LOINC: no match for 'Timeout performed by (MBAL)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Timeout performed by (MBAL)' within <<363787002.",Timeout performed by (MBAL),,,,,no-match,,no-match,,,,no-match,,,,,,
228439,Patient identified correctly (MBAL),,,,"LOINC: no match for 'Patient identified correctly (MBAL)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 1304128005 |Verification of identity| at 0.85 but that code is not a member of <<363787002.",Patient identified correctly (MBAL),,,,,no-match,,no-match,,,,out-of-constraint,1304128005,Verification of identity,0.85,,,
228440,Verification of (MBAL),,,,"LOINC: no match for 'Verification of (MBAL)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Verification of (MBAL)' within <<363787002.",Verification of (MBAL),,,,,no-match,,no-match,,,,no-match,,,,,,
228441,Barrier precautions in place (MBAL),,,,"LOINC: proposed 96548-3 |Isolated per Infection Prevention and Control guidelines| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Barrier precautions in place (MBAL)' within <<363787002.",Barrier precautions in place (MBAL),,96548-3,Isolated per Infection Prevention and Control guidelines,0.70,below-threshold,Closest match for barrier/isolation precautions in place,below-threshold,96548-3,Isolated per Infection Prevention and Control guidelines,0.70,no-match,,,,,,
228442,BIS - EMG,,,,"LOINC: proposed 75918-3 |Bispectral index Cerebral cortex Electroencephalogram (EEG)| at 0.85, which passed the constraint but LOINC SCALE_TYP=Qn but MIMIC records a qualitative domain (74% of the value mass is numeric), so this target asserts a measurement that was never made. SNOMED CT: proposed 250840001 |Depth of anesthesia| at 0.70, below the 0.8 threshold.",BIS - EMG,,75918-3,Bispectral index Cerebral cortex Electroencephalogram (EEG),0.85,scale-mismatch,BIS = bispectral index EEG; primary test concept,scale-mismatch,75918-3,Bispectral index Cerebral cortex Electroencephalogram (EEG),0.85,below-threshold,250840001,Depth of anesthesia,0.70,NomOrd,Qn,"LOINC SCALE_TYP=Qn but MIMIC records a qualitative domain (74% of the value mass is numeric), so this target asserts a measurement that was never made"
228443,BIS - SQI,http://loinc.org,75918-3,Bispectral index Cerebral cortex Electroencephalogram (EEG),,BIS - SQI,,75918-3,Bispectral index Cerebral cortex Electroencephalogram (EEG),0.85,ok,BIS = Bispectral index; FSN matches,ok,75918-3,Bispectral index Cerebral cortex Electroencephalogram (EEG),0.85,,,,,NomOrd,Qn,"LOINC SCALE_TYP=Qn but MIMIC records strings; 100% of the value mass is a number wearing a unit, so the target is right and the ETL should emit valueQuantity"
228444,BIS Index Range,http://loinc.org,75918-3,Bispectral index Cerebral cortex Electroencephalogram (EEG),,BIS Index Range,,75918-3,Bispectral index Cerebral cortex Electroencephalogram (EEG),0.85,ok,BIS = bispectral index; 'range' is a non-coded qualifier,ok,75918-3,Bispectral index Cerebral cortex Electroencephalogram (EEG),0.85,,,,,Qn,Qn,
228445,Angio Appearance # 3,,,,"LOINC: no match for 'Angio Appearance' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 703248002 |Appearance| at 0.60, below the 0.8 threshold.",Angio Appearance,,,,,no-match,,no-match,,,,below-threshold,703248002,Appearance,0.60,NomOrd,,
228446,Angio Appearance # 4,,,,"LOINC: no match for 'Angio Appearance' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 703248002 |Appearance| at 0.60, below the 0.8 threshold.",Angio Appearance,,,,,no-match,,no-match,,,,below-threshold,703248002,Appearance,0.60,NomOrd,,
228447,Angio Dressing # 3,,,,"LOINC: proposed 39121-9 |Dressing for Wound| at 0.70, below the 0.8 threshold. SNOMED CT: proposed 1581000124103 |Wound dressing type| at 0.60, below the 0.8 threshold.",Angio Dressing,,39121-9,Dressing for Wound,0.70,below-threshold,Dressing concept; 'Angio' unstated brand/qualifier,below-threshold,39121-9,Dressing for Wound,0.70,below-threshold,1581000124103,Wound dressing type,0.60,NomOrd,,
228448,Angio Dressing # 4,,,,"LOINC: proposed 39121-9 |Dressing for Wound| at 0.70, below the 0.8 threshold. SNOMED CT: proposed 1581000124103 |Wound dressing type| at 0.60, below the 0.8 threshold.",Angio Dressing,,39121-9,Dressing for Wound,0.70,below-threshold,Dressing concept; 'Angio' unstated brand/qualifier,below-threshold,39121-9,Dressing for Wound,0.70,below-threshold,1581000124103,Wound dressing type,0.60,NomOrd,,
228449,Angio Site # 3,,,,"LOINC: proposed 80243-9 |Cardiac catheterization access site| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Angio Site (recorded values: L Femoral, R Femoral, L Radial, R Radial, R Brachial, L Brachial)' within <<363787002.",Angio Site,"Angio Site (recorded values: L Femoral, R Femoral, L Radial, R Radial, R Brachial, L Brachial)",80243-9,Cardiac catheterization access site,0.70,below-threshold,Closest access-site nominal observation; angio vs cath minor mismatch,below-threshold,80243-9,Cardiac catheterization access site,0.70,no-match,,,,NomOrd,,
228450,Angio Site # 4,,,,"LOINC: proposed 80243-9 |Cardiac catheterization access site| at 0.70, below the 0.8 threshold. SNOMED CT: no match for 'Angio Site (recorded values: L Femoral, R Femoral, L Radial, R Radial, R Brachial, L Brachial)' within <<363787002.",Angio Site,"Angio Site (recorded values: L Femoral, R Femoral, L Radial, R Radial, R Brachial, L Brachial)",80243-9,Cardiac catheterization access site,0.70,below-threshold,Closest access-site nominal observation; angio vs cath minor mismatch,below-threshold,80243-9,Cardiac catheterization access site,0.70,no-match,,,,NomOrd,,
228451,Compression device # 3,,,,"LOINC: no match for 'Compression device (recorded values: No, Yes)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 408699006 |Device observable| at 0.70, below the 0.8 threshold.",Compression device,"Compression device (recorded values: No, Yes)",,,,no-match,,no-match,,,,below-threshold,408699006,Device observable,0.70,NomOrd,,
228452,Compression device # 4,,,,"LOINC: no match for 'Compression device (recorded values: No, Yes)' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: proposed 408699006 |Device observable| at 0.70, below the 0.8 threshold.",Compression device,"Compression device (recorded values: No, Yes)",,,,no-match,,no-match,,,,below-threshold,408699006,Device observable,0.70,NomOrd,,
228456,Location (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228460,Indication (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228462,Patient (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228463,Acuity (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228465,Timeout Performed By (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228466,Patient Identified Correctly (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228467,Verification (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228468,Hand Cleansing (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228469,Site Cleansed With ChloraPrep (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228471,Barrier Precautions (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228473,Conscious Sedation (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228474,Patient Position (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228475,Side (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228476,With Ultrasound (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228478,Number of Attempts (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228479,Number of Operators (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228482,Dressing Applied (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228483,Follow Up Xray (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228485,Complications (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228491,Clinical Operator (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228492,Present and Agree (Gen Proc),,,,"Not sent to code-search: every item is a procedural-workflow attestation — `Timeout Performed By`, `Patient Identified Correctly`, `Hand Cleansing prior to procedure` — recording that a step of the safety checklist happened, not an observation of the patient. An answer here would be the service coding a string MIMIC does not stand behind.",,,,,,not-searchable,,,,,,,,,,,,
228495,Skin Location,,,,"LOINC: no match for 'Skin Location' within (http://loinc.org)(CLASSTYPE/""1|2|4"",STATUS=ACTIVE). SNOMED CT: no match for 'Skin Location' within <<363787002.",Skin Location,,,,,no-match,,no-match,,,,no-match,,,,,,
228496,Impaired Skin #1- Location,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Location,,28208-7,Skin integrity impairment [CCC],0.80,ok,FSN matches 'impaired skin'; location is non-coded qualifier,ok,28208-7,Skin integrity impairment [CCC],0.80,,,,,NomOrd,Ord,
228497,Impaired Skin #2- Location,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Location,,28208-7,Skin integrity impairment [CCC],0.80,ok,FSN matches 'impaired skin'; location is non-coded qualifier,ok,28208-7,Skin integrity impairment [CCC],0.80,,,,,NomOrd,Ord,
228498,Impaired Skin #3- Location,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Location,,28208-7,Skin integrity impairment [CCC],0.80,ok,FSN matches 'impaired skin'; location is non-coded qualifier,ok,28208-7,Skin integrity impairment [CCC],0.80,,,,,NomOrd,Ord,
228499,Impaired Skin #4- Location,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Location,,28208-7,Skin integrity impairment [CCC],0.80,ok,FSN matches 'impaired skin'; location is non-coded qualifier,ok,28208-7,Skin integrity impairment [CCC],0.80,,,,,NomOrd,Ord,
228500,Impaired Skin #5- Location,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Location,,28208-7,Skin integrity impairment [CCC],0.80,ok,FSN matches 'impaired skin'; location is non-coded qualifier,ok,28208-7,Skin integrity impairment [CCC],0.80,,,,,NomOrd,Ord,
228501,Impaired Skin #6- Location,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Location,,28208-7,Skin integrity impairment [CCC],0.80,ok,FSN matches 'impaired skin'; location is non-coded qualifier,ok,28208-7,Skin integrity impairment [CCC],0.80,,,,,NomOrd,Ord,
228502,Impaired Skin #7- Location,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Location,,28208-7,Skin integrity impairment [CCC],0.80,ok,FSN matches 'impaired skin'; location is non-coded qualifier,ok,28208-7,Skin integrity impairment [CCC],0.80,,,,,NomOrd,Ord,
228503,Impaired Skin #8- Location,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Location,,28208-7,Skin integrity impairment [CCC],0.80,ok,FSN matches 'impaired skin'; location is non-coded qualifier,ok,28208-7,Skin integrity impairment [CCC],0.80,,,,,NomOrd,Ord,
228504,Impaired Skin #9- Location,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Location,,28208-7,Skin integrity impairment [CCC],0.80,ok,FSN matches 'impaired skin'; location is non-coded qualifier,ok,28208-7,Skin integrity impairment [CCC],0.80,,,,,NomOrd,Ord,
228505,Impaired Skin #10- Location,http://loinc.org,28208-7,Skin integrity impairment [CCC],,Impaired Skin - Location,,28208-7,Skin integrity impairment [CCC],0.80,ok,FSN matches 'impaired skin'; location is non-coded qualifier,ok,28208-7,Skin integrity impairment [CCC],0.80,,,,,NomOrd,Ord,
228506,Pressure Ulcer #1- Location,http://snomed.info/sct,866167005,Location of pressure injury,,Pressure Ulcer - Location,,866167005,Location of pressure injury,0.90,ok,FSN captures location of pressure injury/ulcer,no-match,,,,ok,866167005,Location of pressure injury,0.90,NomOrd,,
228507,Pressure Ulcer #2- Location,http://snomed.info/sct,866167005,Location of pressure injury,,Pressure Ulcer - Location,,866167005,Location of pressure injury,0.90,ok,FSN captures location of pressure injury/ulcer,no-match,,,,ok,866167005,Location of pressure injury,0.90,NomOrd,,
228508,Pressure Ulcer #3- Location,http://snomed.info/sct,866167005,Location of pressure injury,,Pressure Ulcer - Location,,866167005,Location of pressure injury,0.90,ok,FSN captures location of pressure injury/ulcer,no-match,,,,ok,866167005,Location of pressure injury,0.90,NomOrd,,
228509,Pressure Ulcer #4- Location,http://snomed.info/sct,866167005,Location of pressure injury,,Pressure Ulcer - Location,,866167005,Location of pressure injury,0.90,ok,FSN captures location of pressure injury/ulcer,no-match,,,,ok,866167005,Location of pressure injury,0.90,NomOrd,,
228510,Pressure Ulcer #5- Location,http://snomed.info/sct,866167005,Location of pressure injury,,Pressure Ulcer - Location,,866167005,Location of pressure injury,0.90,ok,FSN captures location of pressure injury/ulcer,no-match,,,,ok,866167005,Location of pressure injury,0.90,NomOrd,,
228511,Pressure Ulcer #6- Location,http://snomed.info/sct,866167005,Location of pressure injury,,Pressure Ulcer - Location,,866167005,Location of pressure injury,0.90,ok,FSN captures location of pressure injury/ulcer,no-match,,,,ok,866167005,Location of pressure injury,0.90,NomOrd,,
228512,Pressure Ulcer #7- Location,http://snomed.info/sct,866167005,Location of pressure injury,,Pressure Ulcer - Location,,866167005,Location of pressure injury,0.90,ok,FSN captures location of pressure injury/ulcer,no-match,,,,ok,866167005,Location of pressure injury,0.90,NomOrd,,
228513,Pressure Ulcer #8- Location,http://snomed.info/sct,866167005,Location of pressure injury,,Pressure Ulcer - Location,,866167005,Location of pressure injury,0.90,ok,FSN captures location of pressure injury/ulcer,no-match,,,,ok,866167005,Location of pressure injury,0.90,NomOrd,,
228514,Pressure Ulcer #9- Location,http://snomed.info/sct,866167005,Location of pressure injury,,Pressure Ulcer - Location,,866167005,Location of pressure injury,0.90,ok,FSN captures location of pressure injury/ulcer,no-match,,,,ok,866167005,Location of pressure injury,0.90,NomOrd,,
228515,Pressure Ulcer #10- Location,http://snomed.info/sct,866167005,Location of pressure injury,,Pressure Ulcer - Location,,866167005,Location of pressure injury,0.90,ok,FSN captures location of pressure injury/ulcer,no-match,,,,ok,866167005,Location of pressure injury,0.90,NomOrd,,
